to,from,weight
14978,14800,3
14979,10017,3
14979,12122,3
14979,12790,15
14979,19599,6
14979,22952,2
14979,26883,9
14979,33270,1
14980,14981,7
14981,14987,3
14981,14989,3
14982,14981,9
14982,15007,3
14983,14981,8
14983,15007,3
14984,14985,3
14985,14985,3
14986,14985,3
14987,14989,3
14989,14981,2
14990,14990,6
14991,10991,1
14991,14203,2
14991,14819,6
14991,16250,1
14993,10008,3
14993,12866,1
14993,14994,11
14993,16455,6
14994,10008,3
14994,12145,4
14994,15167,1
14995,14994,18
14995,15167,1
14996,14997,3
14998,14997,3
14999,14236,13
14999,14997,3
15001,15002,5
15002,10680,2
15002,14234,87
15002,18540,3
15002,22418,1
15003,15002,5
15005,12145,11
15005,14734,6
15005,15078,2
15008,15007,3
15009,14829,6
15009,15617,2
15010,14829,6
15011,14829,3
15012,14829,60
15013,14829,3
15016,15017,3
15020,12227,1
15020,12339,1
15020,12466,1
15020,12648,1
15020,13592,1
15020,13749,15
15020,15020,1
15023,12145,3
15023,14031,2
15023,14051,1
15023,15144,1
15023,20158,4
15023,25871,1
15026,14829,6
15027,10008,3
15027,10161,18
15027,13860,44
15027,13861,3
15027,13882,2
15027,14030,5
15027,14035,6
15027,14055,4
15027,14081,3
15027,14784,4
15027,14922,1
15027,21571,3
15027,25474,1
15029,15030,3
15032,10685,3
15032,14252,3
15033,14811,3
15034,14811,3
15035,14811,3
15036,11072,14
15037,10161,3
15038,12145,2
15038,14727,3
15039,12145,2
15040,12145,4
15042,12145,3
15043,12145,8
15043,14819,3
15043,14970,3
15043,21857,2
15043,24447,2
15043,24491,2
15043,25377,4
15044,15045,12
15046,15045,12
15047,15045,12
15048,10061,2
15048,12145,3
15048,14051,10
15048,20158,2
15049,12145,3
15050,13959,2
15050,14031,1
15050,14051,1
15050,14766,2
15050,14784,3
15051,15051,3
15052,15051,3
15053,15051,3
15054,15051,3
15055,10008,3
15055,10991,3
15055,14734,4
15055,14917,3
15055,14918,12
15056,15057,3
15056,15069,2
15056,15328,1
15058,10161,3
15058,11601,8
15058,15059,36
15058,18065,2
15058,18068,2
15058,18128,2
15058,23445,1
15060,15059,36
15061,15059,33
15062,13862,1
15062,15059,36
15063,14819,3
15064,14735,3
15064,14819,6
15065,12145,8
15065,14148,3
15065,14766,1
15065,14868,4
15065,14929,3
15065,39370,1
15066,14031,3
15066,14051,1
15066,14082,2
15066,14766,1
15066,14868,2
15066,14924,1
15066,14928,1
15066,14929,2
15066,15065,7
15066,20158,2
15066,39355,1
15068,14793,2
15068,25428,1
15068,25884,1
15069,15088,4
15070,14766,1
15071,12145,3
15072,10008,3
15072,10040,3
15072,13165,2
15072,13723,6
15073,13959,3
15073,15073,2
15073,15088,2
15073,25865,1
15074,12320,48
15074,12560,1
15074,14291,1
15074,15073,3
15074,16505,4
15074,16920,1
15074,17008,2
15074,17395,1
15074,21654,1
15074,22384,1
15074,23730,12
15074,23855,4
15074,24815,1
15074,25573,1
15074,25588,15
15074,25592,7
15074,25596,1
15074,25598,2
15074,25605,1
15074,25606,1
15074,25607,1
15074,25617,2
15074,25618,1
15074,25627,1
15074,25629,1
15074,25631,2
15074,25644,1
15074,25658,6
15074,25659,9
15074,25661,1
15074,25663,1
15074,25671,1
15074,25675,1
15074,25678,1
15074,25680,1
15074,25681,2
15074,25685,1
15074,25694,1
15074,25695,1
15074,25703,1
15074,25711,1
15074,25723,1
15074,25725,1
15074,25728,1
15074,25730,1
15074,25731,1
15074,25740,1
15074,25746,1
15074,25770,1
15074,25798,6
15074,25801,1
15074,25804,3
15074,25806,3
15074,25807,2
15074,25812,1
15074,25815,1
15074,25816,2
15074,25819,2
15074,25844,1
15074,25850,1
15074,25862,1
15074,25885,1
15074,25969,1
15074,38952,1
15075,10008,4
15075,14793,2
15076,13959,3
15078,12145,1
15079,14095,1
15079,16538,1
15081,15080,2
15082,15069,2
15083,15073,2
15084,15073,2
15085,10120,3
15085,10991,6
15085,12361,1
15085,14819,3
15087,15051,9
15088,12145,2
15088,15069,2
15088,15089,2
15088,15108,2
15089,15090,2
15090,15069,2
15091,12145,4
15092,15079,2
15092,25441,3
15093,14741,3
15094,15089,2
15095,14793,2
15096,14793,2
15097,12145,3
15097,14784,3
15097,15005,3
15098,12145,6
15099,15100,3
15101,15100,3
15102,12145,11
15103,12145,12
15103,14868,2
15104,12145,4
15105,12145,6
15105,33236,1
15106,10120,35
15106,12145,2
15106,16599,3
15106,25426,2
15107,12145,2
15107,15088,2
15107,25393,4
15109,12145,2
15110,12145,3
15111,14916,3
15112,14868,3
15112,14916,3
15112,15646,1
15113,14916,3
15116,12145,8
15116,14031,3
15116,14203,3
15117,15005,3
15119,15144,1
15120,15088,2
15121,12145,8
15122,12145,8
15122,14203,3
15123,12145,7
15124,15124,3
15125,12145,4
15125,15125,6
15125,16453,3
15126,12145,12
15126,15130,3
15127,12145,4
15127,15043,2
15127,15130,3
15127,21857,2
15127,23761,5
15127,25382,4
15128,12145,1
15128,14918,3
15128,20602,1
15128,26086,1
15130,15043,1
15132,12145,2
15133,14819,4
15134,12145,7
15135,14819,3
15136,10983,1
15137,15136,3
15137,17355,2
15139,12145,2
15140,15140,3
15141,12145,4
15142,12145,4
15143,11150,37
15143,12130,5
15143,14918,3
15143,15950,15
15143,17102,1
15143,17173,3
15143,19689,2
15143,37915,3
15144,12145,4
15144,13821,25
15144,14031,9
15144,14121,2
15144,14203,3
15144,14766,2
15144,14868,3
15144,15023,1
15144,15646,1
15144,16515,1
15144,20158,2
15146,12145,3
15147,14819,3
15149,14099,6
15149,14452,1
15149,14941,3
15149,15877,2
15150,12145,4
15153,14819,4
15154,15155,3
15156,12145,4
15158,15159,3
15160,12145,4
15161,14734,4
15161,14918,3
15162,14726,2
15162,14918,3
15163,14734,4
15163,14918,3
15165,14734,4
15165,14918,3
15166,12145,4
15167,10008,3
15168,14780,15
15169,14780,9
15170,14941,3
15171,10685,3
15171,24649,1
15172,14735,3
15173,15105,3
15174,14782,3
15175,14782,3
15175,15174,3
15177,12145,1
15178,14734,4
15179,10120,1
15179,14734,4
15180,10120,2
15180,10751,1
15180,12145,4
15180,13928,1
15180,14095,2
15180,14099,3
15180,14991,1
15180,16599,4
15180,20133,4
15180,20934,2
15181,10685,3
15181,21613,2
15182,10685,3
15182,15635,1
15182,17997,1
15186,12145,2
15187,12145,4
15188,12145,1
15189,15190,3
15191,15190,3
15192,10050,2
15192,12975,2
15192,13149,6
15192,14422,3
15192,15193,3
15192,17482,2
15192,18091,2
15192,19860,31
15192,21892,2
15192,22299,2
15192,23483,6
15192,26174,2
15194,10150,2
15194,10544,9
15194,11322,4
15194,12696,5
15194,15195,2
15194,15198,2
15195,10561,3
15195,22700,3
15196,15195,5
15196,15198,2
15196,15212,3
15199,13775,1
15199,15200,3
15201,11294,8
15201,15200,3
15202,14234,13
15202,14237,3
15202,14281,1
15202,15203,3
15203,11319,3
15203,19599,3
15204,14234,8
15204,15203,3
15204,30496,3
15207,10360,1
15207,10880,6
15207,14234,36
15207,15208,3
15209,14234,166
15209,15208,3
15211,15209,3
15212,10005,7
15212,10150,4
15212,11338,2
15214,12145,2
15214,15023,1
15217,14806,2
15217,17300,6
15217,17497,2
15217,17947,4
15217,17967,35
15217,23930,3
15217,23971,51
15218,10031,3
15218,10078,5
15218,10150,10
15218,10161,3
15218,10175,5
15218,10210,7
15218,10239,36
15218,10982,8
15218,10983,113
15218,11566,2
15218,12148,8
15218,12508,2
15218,12510,2
15218,13766,1
15218,13824,9
15218,13912,133
15218,14155,1
15218,14806,2
15218,16817,4
15218,17220,1
15218,17351,15
15218,17446,2
15218,17497,3
15218,17914,14
15218,18020,2
15218,18088,15
15218,18132,6
15218,18733,8
15218,18999,4
15218,19860,5
15218,23999,3
15218,25496,7
15220,15221,3
15228,12145,2
15228,25082,1
15230,12282,3
15230,15231,3
15231,12282,3
15232,12282,3
15232,15231,3
15233,15231,3
15235,15235,6
15238,15239,3
15240,15239,3
15241,15239,3
15245,14774,3
15246,14774,3
15247,14774,3
15249,15059,3
15250,15059,3
15253,14774,3
15254,27897,1
15255,14875,3
15256,14875,3
15257,14875,3
15258,15259,1
15266,15266,16
15272,11405,1
15272,11461,1
15272,13396,1
15272,14064,1
15272,14118,2
15272,14188,1
15278,15278,4
15279,15280,1
15284,13749,1
15284,14773,11
15284,15305,6
15284,15307,1
15284,15473,1
15284,15512,1
15284,15514,1
15284,15600,1
15285,14773,4
15285,15284,2
15285,15305,6
15285,15473,1
15285,15514,3
15286,14773,7
15286,15284,1
15288,15289,1
15291,10426,1
15291,10802,1
15291,11194,2
15291,11962,3
15291,12046,3
15291,12443,3
15291,15292,1
15291,15294,1
15291,30114,1
15291,34279,3
15293,15292,1
15293,15294,1
15294,13749,1
15297,13749,2
15298,13151,2
15298,14994,4
15299,14994,3
15299,15898,1
15299,24641,1
15299,33390,2
15299,34612,2
15300,14835,3
15300,15304,2
15303,12145,1
15303,14082,2
15303,14203,2
15303,14784,3
15303,14868,3
15303,20119,3
15303,20133,2
15303,25626,1
15305,13749,1
15305,15284,1
15305,15307,1
15305,15512,1
15306,15284,1
15306,15307,1
15314,15315,1
15317,14734,2
15318,14726,1
15319,14726,1
15320,15321,1
15323,13901,1
15323,14031,3
15323,14766,1
15323,14784,1
15323,25864,1
15324,15325,1
15326,15327,1
15329,15330,1
15331,15332,1
15333,13862,1
15333,14099,1
15336,13869,3
15336,14916,1
15336,16459,3
15337,15338,1
15339,15303,2
15339,15647,10
15340,10544,4
15340,15303,7
15340,15339,2
15340,15647,11
15340,25915,1
15343,15344,1
15345,15346,1
15347,15348,1
15349,15350,1
15351,15352,1
15354,15355,1
15357,15357,1
15358,15359,1
15358,15370,1
15361,15362,1
15364,15365,1
15366,15367,1
15368,15369,1
15371,15372,1
15373,15374,1
15375,15376,1
15377,15378,1
15379,15380,1
15381,15382,15
15381,15531,2
15381,15587,1
15381,17783,2
15384,15384,1
15386,15387,1
15388,15389,1
15390,15391,1
15392,15393,1
15394,15395,1
15396,15395,1
15397,15395,1
15401,15402,1
15403,15404,1
15406,15407,1
15408,15409,1
15409,12145,1
15410,15409,1
15411,15409,1
15412,15413,1
15414,15415,1
15416,15417,1
15419,15420,1
15423,15424,1
15425,15426,1
15427,12145,1
15427,15429,1
15431,15432,1
15433,15434,1
15435,15436,1
15437,15438,1
15439,15440,1
15441,15442,1
15443,15444,1
15445,15445,1
15446,15446,1
15448,15449,1
15450,15451,1
15454,15511,2
15455,15456,1
15457,15458,1
15459,15459,1
15460,15461,1
15460,45080,1
15462,15463,1
15469,15470,2
15472,15471,15
15473,14773,7
15473,15284,1
15473,15600,1
15475,15476,1
15477,10149,11
15477,10161,5
15477,11150,8
15477,11435,1
15477,11440,45
15477,12148,5
15477,12198,1
15477,12508,42
15477,12917,3
15477,13512,1
15477,13766,16
15477,14609,1
15477,15203,2
15477,17446,9
15477,19428,9
15477,24673,1
15477,29700,6
15477,34139,3
15477,42565,1
15479,15480,1
15481,15480,1
15482,11329,3
15482,15480,1
15485,10485,1
15485,11329,1
15485,12264,9
15485,12312,4
15485,30114,1
15486,12312,4
15486,14249,1
15488,15489,1
15497,15496,6
15498,15496,6
15503,15504,4
15505,15504,4
15506,15504,3
15507,15508,1
15511,15511,2
15514,15284,1
15514,15514,2
15517,14773,3
15518,14835,3
15519,12189,2
15519,12466,2
15519,13749,1
15520,11162,1
15520,11981,1
15520,12466,6
15520,12664,1
15520,37624,1
15521,10003,1
15521,12090,1
15521,12466,7
15521,12664,2
15521,13742,1
15522,10101,2
15522,10266,1
15522,10379,3
15522,10991,3
15522,13405,1
15522,13749,1
15522,14234,1
15522,20548,1
15522,21128,1
15525,15526,1
15529,15530,1
15532,13749,1
15533,15532,1
15534,15532,2
15537,15297,5
15538,15297,5
15539,15297,5
15540,15297,5
15541,14875,5
15542,15532,1
15543,15532,1
15544,15532,1
15548,15532,1
15549,14773,1
15550,15532,2
15551,15532,2
15552,37525,1
15565,14741,1
15566,10449,1
15566,11850,3
15566,14741,1
15567,15568,1
15569,12508,5
15578,19548,3
15579,15483,1
15579,15535,6
15579,15561,1
15579,43919,1
15582,14772,1
15583,14772,1
15584,14772,1
15586,12067,2
15594,15504,1
15596,14741,1
15597,14741,1
15598,14741,2
15599,14741,1
15600,13749,2
15600,14773,1
15600,15284,1
15601,10150,2
15601,10175,41
15601,10239,2
15601,10248,1
15601,13653,5
15601,14814,1
15601,15984,11
15601,17291,2
15601,17320,4
15603,15297,1
15605,10031,8
15605,10161,1
15605,10982,1
15605,11319,2
15605,16835,4
15605,27704,3
15608,13749,1
15610,15513,1
15611,15513,1
15612,15513,1
15613,15609,2
15614,15609,2
15619,15531,1
15620,14981,1
15623,11496,1
15623,14994,1
15624,13749,1
15627,15627,1
15628,15629,1
15630,14741,1
15636,13749,1
15637,12145,2
15638,12145,1
15639,12145,1
15640,12145,1
15640,19621,1
15641,12145,1
15642,12145,1
15643,12145,2
15644,10036,1
15644,12145,1
15644,13824,1
15645,10061,2
15645,12145,1
15646,12145,1
15647,12145,1
15648,12145,1
15649,13749,1
15650,13749,2
15651,13749,1
15652,13749,1
15653,12145,1
15654,12145,1
15655,12145,1
15655,14031,2
15656,12145,1
15657,12145,1
15658,12253,4
15659,12253,28
15660,12253,33
15660,15660,1
15660,15686,2
15661,12253,62
15662,12253,24
15663,12253,3
15664,12253,35
15665,12253,17
15666,12253,43
15667,12253,27
15668,12253,21
15669,12253,6
15670,12253,48
15671,12253,28
15672,12253,14
15673,12253,58
15673,15660,3
15674,12253,37
15674,15683,6
15674,15785,1
15675,12253,12
15676,12253,19
15677,12253,9
15678,12253,7
15679,12253,28
15680,12253,10
15681,12253,6
15682,12253,4
15683,12253,3
15684,12253,38
15685,12253,3
15686,12253,5
15686,15660,3
15687,12253,4
15688,12253,3
15689,12253,12
15690,12253,4
15691,12253,4
15692,12253,6
15693,12253,3
15694,12253,3
15695,10388,2
15695,10426,1
15695,11324,4
15695,12253,4
15696,12253,4
15697,15674,3
15698,15674,3
15699,15674,3
15700,15701,3
15702,15701,3
15703,15701,3
15704,15660,3
15705,15660,3
15706,15683,3
15707,15683,6
15707,15785,1
15708,15683,6
15709,15681,3
15710,15681,3
15711,10063,3
15711,10544,20
15711,11150,8
15711,12189,3
15711,13723,8
15711,17163,2
15711,23616,2
15711,26891,3
15711,42959,6
15712,15683,3
15713,12155,3
15713,15711,9
15714,15715,4
15716,15715,2
15717,15715,18
15718,15715,15
15719,15715,8
15720,15715,6
15721,15715,6
15722,15715,4
15723,15715,10
15724,15715,10
15725,15715,8
15726,15715,12
15727,15715,14
15728,15715,2
15729,15715,4
15731,15715,11
15732,15715,11
15733,15715,24
15734,15715,3
15735,15715,3
15736,15715,6
15737,15715,4
15738,15715,1
15739,15715,1
15740,15715,1
15741,15715,4
15742,15715,4
15743,15715,4
15744,15715,2
15745,15746,1
15747,15747,21
15748,15749,1
15750,15749,1
15751,15749,1
15752,15753,1
15755,12253,19
15757,15747,1
15758,12253,2
15760,15755,1
15760,15761,2
15760,15762,3
15760,15763,5
15760,15764,4
15760,15765,1
15760,15790,1
15760,15802,1
15762,12253,1
15763,15764,1
15764,15790,1
15765,12253,1
15771,15686,7
15772,15686,2
15773,15686,5
15776,15686,2
15777,15777,1
15782,15783,1
15784,10210,1
15784,10239,2
15784,10982,21
15784,12224,4
15784,12447,12
15784,12509,3
15784,12510,2
15784,16000,1
15784,17351,5
15784,17365,4
15784,17446,2
15784,18092,2
15784,18742,1
15784,18934,6
15784,30156,2
15784,40173,2
15786,15686,2
15787,15788,1
15789,15788,1
15791,15749,4
15791,15796,2
15791,15799,5
15792,15749,4
15792,15796,2
15792,15799,5
15793,15749,1
15794,15749,4
15794,15799,5
15795,15796,2
15797,15785,1
15798,15675,2
15799,34714,1
15800,12443,2
15803,10158,1
15803,10379,1
15803,11150,2
15803,12235,3
15805,15806,1
15808,15808,2
15810,15811,1
15811,12253,2
15812,15811,1
15813,15811,3
15814,15815,1
15814,15818,1
15814,38606,1
15816,15817,1
15819,15686,2
15821,10352,3
15821,11025,2
15821,11435,1
15821,11566,2
15821,17576,2
15821,20427,2
15822,12253,1
15824,15825,1
15826,15825,1
15827,15825,1
15828,12253,2
15829,11233,1
15829,12253,1
15830,10359,2
15830,15831,1
15832,12253,6
15833,15674,1
15834,15674,1
15835,15674,1
15836,15749,1
15837,15749,1
15838,15686,3
15840,15841,1
15840,15849,1
15842,15715,4
15844,15811,2
15845,15811,2
15846,15674,1
15847,15674,1
15848,15674,1
15849,12253,3
15852,10130,4
15852,10275,1
15852,11453,1
15852,11515,2
15852,11544,1
15852,13230,2
15852,16134,3
15852,23163,2
15853,15686,1
15854,15686,1
15855,15675,1
15856,16516,2
15857,12119,2
15857,12253,3
15858,11427,7
15858,12119,1
15859,12253,1
15859,32177,4
15860,12253,11
15861,12253,1
15862,12253,2
15863,12253,1
15864,12253,1
15865,12253,2
15866,12253,1
15867,12253,1
15868,12253,2
15869,12253,2
15870,12253,1
15871,12253,1
15872,12253,1
15873,12253,2
15874,12253,1
15875,10427,12
15876,10427,10
15877,10001,14
15877,10015,4
15877,10023,18
15877,10031,37
15877,10050,2
15877,10130,26
15877,10149,9
15877,10150,51
15877,10175,16
15877,10198,7
15877,10214,4
15877,10215,62
15877,10239,2
15877,10268,2
15877,10275,12
15877,10389,6
15877,10427,15
15877,10480,2
15877,10485,2
15877,10500,6
15877,10600,4
15877,10652,4
15877,10653,2
15877,10754,2
15877,10991,6
15877,11092,2
15877,11294,151
15877,11297,6
15877,11316,2
15877,11318,15
15877,11326,6
15877,11338,3
15877,11411,16
15877,11421,10
15877,11427,22
15877,11431,10
15877,11440,41
15877,11453,2
15877,11516,24
15877,11520,2
15877,11553,2
15877,11554,2
15877,11566,50
15877,11601,4
15877,11909,4
15877,12130,2
15877,12669,12
15877,12716,6
15877,12744,2
15877,12819,2
15877,12873,4
15877,12895,9
15877,12983,26
15877,13001,16
15877,13058,14
15877,13115,1
15877,13166,22
15877,13322,2
15877,13344,6
15877,13381,9
15877,13385,2
15877,13426,4
15877,13434,2
15877,13653,5
15877,13774,10
15877,13868,46
15877,14203,2
15877,14437,2
15877,14452,13
15877,14609,4
15877,14687,2
15877,14690,21
15877,15203,2
15877,15877,77
15877,15885,1
15877,15931,8
15877,15982,2
15877,15990,4
15877,16000,2
15877,16021,12
15877,16028,2
15877,16044,2
15877,16106,10
15877,16150,20
15877,16206,2
15877,16278,9
15877,16702,2
15877,16788,32
15877,16809,1
15877,17140,3
15877,17188,4
15877,17260,8
15877,17344,6
15877,17345,2
15877,17473,2
15877,18103,13
15877,18150,28
15877,19678,4
15877,19689,8
15877,19714,6
15877,19844,24
15877,20030,2
15877,20341,4
15877,20601,2
15877,20602,16
15877,20617,2
15877,21527,6
15877,21577,4
15877,22549,2
15877,23484,4
15877,23498,6
15877,23528,3
15877,23564,4
15877,23683,3
15877,23697,2
15877,23956,2
15877,24107,4
15877,24625,7
15877,26256,4
15877,26434,10
15877,26790,2
15877,26961,4
15877,28595,1
15877,29755,2
15877,29820,6
15877,30459,2
15877,38730,4
15877,38741,6
15877,38742,2
15877,38753,1
15877,38767,2
15877,38821,2
15877,38825,2
15877,38933,2
15877,38952,1
15877,38980,2
15877,38989,4
15877,38992,2
15877,39088,1
15878,10427,86
15878,13385,4
15878,14452,1
15878,19860,2
15879,15880,2
15882,13009,2
15882,40032,1
15883,10381,2
15883,10427,3
15883,13311,3
15883,14334,1
15884,10588,1
15884,13414,4
15884,16146,1
15884,26125,2
15885,10130,2
15885,10427,12
15885,10991,2
15885,11421,2
15885,11427,2
15885,12983,4
15885,15877,4
15885,15889,1
15885,15909,4
15885,15961,3
15885,23708,2
15885,24685,4
15886,10391,9
15886,14480,7
15887,10154,1
15887,10175,4
15887,10264,1
15887,10427,31
15887,10453,4
15887,10588,2
15887,10681,1
15887,13002,1
15887,13009,5
15887,14596,2
15887,14609,2
15887,15895,2
15887,15960,1
15887,16031,1
15887,16032,1
15887,16067,1
15887,16078,1
15887,16125,1
15887,16202,1
15887,20032,2
15887,23616,2
15888,14082,6
15888,14609,2
15889,13128,2
15889,24890,9
15891,10427,32
15891,11425,2
15891,11435,1
15891,11467,1
15891,11566,1
15891,13385,2
15891,15877,2
15891,20006,1
15893,11453,2
15893,15892,1
15894,10427,4
15895,10150,6
15895,10427,36
15895,13653,2
15895,15887,2
15895,15918,1
15895,16031,2
15895,16040,1
15895,16070,2
15895,16107,1
15895,16116,2
15895,16121,1
15895,16155,5
15895,16173,1
15896,10320,1
15896,11516,4
15896,12983,8
15896,14452,1
15896,14609,4
15896,15877,6
15896,15896,2
15896,19689,4
15896,26961,3
15898,10721,1
15898,11440,3
15898,16278,3
15899,15900,2
15900,10427,4
15902,10427,4
15902,12939,2
15902,13091,2
15904,10003,19
15904,10015,27
15904,10135,9
15904,10275,5
15904,10278,6
15904,10292,1
15904,10399,1
15904,10427,2
15904,10991,1
15904,11427,1
15904,11544,1
15904,13868,1
15904,24811,5
15905,10427,2
15905,16515,1
15906,10427,6
15907,10275,5
15907,10427,2
15907,11421,16
15907,11427,6
15907,11440,4
15907,11453,4
15907,11566,2
15907,11990,2
15907,12910,2
15907,12983,14
15907,14452,6
15907,15877,4
15907,18103,14
15907,23033,4
15907,23441,2
15907,23530,2
15907,23555,2
15907,25089,4
15907,32447,4
15908,10427,26
15908,12983,2
15909,10278,3
15909,10427,4
15909,11435,3
15909,11453,9
15909,11461,1
15909,11544,1
15909,14452,3
15909,15984,2
15909,16206,7
15909,16453,1
15909,19760,1
15909,19847,6
15909,29421,2
15910,10171,4
15910,10427,2
15910,11411,2
15910,11412,2
15910,11427,2
15910,11431,2
15910,11440,149
15910,11567,1
15910,12983,6
15910,13385,2
15910,15877,6
15910,19860,31
15910,19946,8
15910,25132,1
15910,25135,1
15910,28825,4
15910,29700,6
15910,34162,2
15910,39041,2
15911,10427,2
15911,10544,3
15911,13570,3
15912,10381,4
15912,10427,39
15912,11566,3
15912,12459,1
15912,12963,1
15912,13090,6
15912,14363,1
15912,14452,2
15912,14476,2
15912,15878,7
15912,15908,1
15912,15984,10
15912,16031,6
15912,16040,1
15912,16066,1
15913,10427,6
15914,10427,2
15914,34679,1
15915,10427,4
15916,11427,16
15916,12983,10
15916,13385,2
15916,14323,2
15916,14343,2
15916,14698,6
15916,16043,2
15916,23441,2
15916,23451,2
15916,23605,2
15916,23685,2
15916,23781,2
15916,28771,2
15916,28928,6
15916,28933,6
15916,40217,3
15916,43127,2
15917,10427,8
15918,10130,2
15918,10427,6
15918,11421,2
15918,11427,2
15918,11453,36
15918,12983,2
15918,19714,12
15919,13385,2
15919,38759,4
15920,10427,2
15921,10427,4
15922,10427,8
15922,16049,1
15922,16059,1
15923,10427,2
15924,10427,2
15925,10427,6
15926,10278,12
15926,10427,22
15926,10475,2
15926,13405,1
15926,13603,1
15926,16050,1
15926,16051,1
15926,16117,2
15927,10427,2
15928,10427,4
15929,15930,2
15929,19860,14
15929,26071,6
15929,40235,8
15930,10427,1
15930,14390,1
15930,15877,2
15930,16463,1
15931,10426,1
15931,10427,2
15931,10453,2
15931,10544,4
15931,11259,1
15931,11435,1
15931,11520,8
15931,11566,4
15931,11601,3
15931,14405,1
15931,15877,57
15931,16274,6
15931,20932,2
15931,29820,2
15931,38760,1
15931,38895,2
15932,10427,2
15933,10427,5
15933,13385,2
15934,10003,3
15934,10171,3
15934,10427,4
15934,10544,35
15934,11320,2
15934,12866,5
15934,13002,3
15934,13142,6
15934,15909,3
15934,15982,6
15934,18103,3
15934,19599,6
15934,19847,21
15934,19903,3
15934,27384,4
15934,33868,3
15935,10427,2
15936,10427,7
15936,13385,2
15937,10427,2
15937,10718,2
15937,11453,6
15938,10278,3
15938,10427,2
15939,10427,2
15939,10544,1
15939,13860,3
15939,15877,4
15940,13385,2
15941,10427,2
15941,19904,1
15942,10427,6
15943,10248,2
15943,10381,2
15943,10427,2
15943,16101,1
15944,10427,2
15944,15877,2
15944,21577,4
15944,21635,19
15945,13385,2
15946,10427,26
15946,15988,2
15946,15989,2
15947,10130,2
15947,10427,2
15947,12983,2
15947,15877,2
15948,10427,6
15949,10427,4
15950,10015,37
15950,10171,3
15950,10275,1
15950,10426,1
15950,10427,2
15950,10498,1
15950,11150,194
15950,11431,3
15950,11440,10
15950,12091,15
15950,12130,29
15950,12155,6
15950,12158,18
15950,12170,3
15950,14341,2
15950,15143,18
15950,15877,4
15950,17249,3
15950,17689,3
15950,17747,9
15950,18151,3
15950,19686,3
15950,19689,10
15950,19740,24
15950,20476,7
15950,23572,3
15950,24011,3
15950,25135,3
15950,29589,3
15950,29591,3
15950,30111,1
15950,34049,6
15950,34279,42
15950,37733,3
15950,37736,12
15950,37756,6
15950,37767,9
15950,37782,3
15950,37785,9
15950,37972,12
15951,10427,2
15951,10875,4
15952,10427,2
15953,10427,2
15953,11293,2
15953,11427,2
15953,19689,2
15954,10427,2
15955,10427,4
15955,13385,2
15956,10427,2
15956,13091,1
15957,10003,26
15957,10427,14
15957,13385,2
15958,10427,2
15959,10427,2
15959,11150,3
15960,10427,4
15960,15887,1
15961,10130,24
15961,10427,6
15961,10480,20
15961,11316,2
15961,11411,2
15961,11423,1
15961,11427,12
15961,11435,1
15961,11442,3
15961,11453,85
15961,12755,3
15961,12983,4
15961,13104,6
15961,13385,2
15961,13868,2
15961,14452,3
15961,15907,2
15961,16016,3
15961,16021,3
15961,16032,5
15961,16044,5
15961,16046,4
15961,18103,6
15961,18265,2
15961,20025,4
15961,20325,2
15961,20856,2
15961,23532,2
15961,23616,2
15961,23643,2
15961,23733,2
15961,26053,2
15961,26994,2
15961,27094,3
15962,13385,2
15963,10427,12
15963,13385,2
15963,15877,19
15963,15931,2
15964,10427,2
15964,11566,18
15965,10427,2
15966,10427,2
15967,10427,2
15968,10427,4
15969,10427,2
15970,10427,2
15971,10060,1
15971,10427,2
15971,10544,13
15971,10595,2
15971,11453,2
15971,13085,3
15971,26897,3
15971,27049,3
15972,10427,2
15973,10427,2
15973,13706,6
15973,16297,4
15973,16325,5
15973,19689,2
15973,25980,2
15974,15968,2
15975,15968,2
15975,16036,1
15975,16065,1
15975,16186,1
15976,15968,2
15977,10427,2
15978,10427,4
15978,19599,2
15979,10015,9
15979,10427,4
15979,10475,2
15980,10427,2
15980,13396,4
15980,13860,3
15980,16465,3
15981,10427,2
15982,10175,6
15982,10427,12
15982,10516,2
15982,11416,14
15982,11421,2
15982,11427,4
15982,11468,4
15982,11515,9
15982,11516,2
15982,11566,2
15982,12983,16
15982,13318,5
15982,13515,3
15982,16043,2
15982,19689,5
15982,23011,3
15982,23506,5
15982,23552,3
15982,28928,12
15982,28929,6
15982,29117,6
15982,29129,6
15983,10427,2
15984,11453,2
15984,12983,4
15984,15984,1
15984,16206,2
15984,16465,1
15984,20051,2
15985,10427,2
15985,11150,4
15985,13166,2
15985,23443,2
15986,10427,2
15986,10544,4
15986,12092,6
15987,10120,5
15987,10180,22
15987,10210,63
15987,10427,2
15987,11063,2
15987,11150,4
15987,11566,2
15987,13860,8
15987,14452,1
15987,15127,2
15987,15909,1
15987,15984,11
15987,23572,5
15987,25382,2
15987,35526,2
15988,10023,4
15988,10052,4
15988,10135,5
15988,10206,2
15988,10445,2
15988,10991,37
15988,11101,2
15988,11316,4
15988,11427,2
15988,11440,7
15988,11453,2
15988,11463,2
15988,11476,4
15988,11516,2
15988,11566,2
15988,11591,2
15988,11601,8
15988,11607,2
15988,12198,2
15988,12963,2
15988,13165,10
15988,13184,8
15988,13379,2
15988,15877,6
15988,18064,2
15988,18103,4
15988,18178,36
15988,20051,12
15988,20601,2
15988,20833,2
15988,20932,4
15988,20934,2
15988,23617,6
15988,23683,2
